firstName,lastName,playerteamCity,playerteamName,opponentteamCity,opponentteamName,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,threePointersAttempted,threePointersMade,freeThrowsAttempted,freeThrowsMade,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,startingPosition,gameDate
Jeremiah,Fears,New Orleans,Pelicans,Milwaukee,Bucks,0.0,0.0,19.46,13.0,4.0,0.0,1.0,8.0,4.0,4.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,-9.0,,2026-02-04 20:00:00
Micah,Peavy,New Orleans,Pelicans,Milwaukee,Bucks,0.0,0.0,11.37,2.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,,2026-02-04 20:00:00
AJ,Green,Milwaukee,Bucks,New Orleans,Pelicans,1.0,1.0,35.44,20.0,2.0,0.0,0.0,13.0,7.0,12.0,6.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,-2.0,G,2026-02-04 20:00:00
Gary,Trent Jr.,Milwaukee,Bucks,New Orleans,Pelicans,1.0,1.0,23.49,13.0,2.0,0.0,0.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,2026-02-04 20:00:00
Amir,Coffey,Milwaukee,Bucks,New Orleans,Pelicans,1.0,1.0,25.1,16.0,1.0,1.0,0.0,8.0,7.0,3.0,2.0,1.0,0.0,4.0,1.0,5.0,2.0,0.0,1.0,F,2026-02-04 20:00:00
DeAndre,Jordan,New Orleans,Pelicans,Milwaukee,Bucks,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 20:00:00
Cole,Anthony,Milwaukee,Bucks,New Orleans,Pelicans,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 20:00:00
Jordan,Poole,New Orleans,Pelicans,Milwaukee,Bucks,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 20:00:00
Zion,Williamson,New Orleans,Pelicans,Milwaukee,Bucks,0.0,0.0,37.43,20.0,8.0,0.0,2.0,11.0,5.0,0.0,0.0,12.0,10.0,5.0,0.0,5.0,5.0,2.0,-1.0,F,2026-02-04 20:00:00
Herbert,Jones,New Orleans,Pelicans,Milwaukee,Bucks,0.0,0.0,35.58,7.0,2.0,0.0,2.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,G,2026-02-04 20:00:00
Myles,Turner,Milwaukee,Bucks,New Orleans,Pelicans,1.0,1.0,28.31,16.0,1.0,2.0,0.0,11.0,7.0,5.0,2.0,0.0,0.0,9.0,0.0,9.0,4.0,2.0,0.0,C,2026-02-04 20:00:00
Karlo,Matkovic,New Orleans,Pelicans,Milwaukee,Bucks,0.0,0.0,15.17,7.0,1.0,0.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,-3.0,,2026-02-04 20:00:00
Kevin,Porter Jr.,Milwaukee,Bucks,New Orleans,Pelicans,1.0,1.0,29.23,18.0,9.0,0.0,5.0,14.0,7.0,3.0,0.0,4.0,4.0,5.0,1.0,6.0,2.0,4.0,1.0,,2026-02-04 20:00:00
Sandro,Mamukelashvili,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,31.34,14.0,2.0,1.0,0.0,10.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,0.0,,2026-02-04 19:30:00
Scottie,Barnes,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,36.37,22.0,8.0,1.0,1.0,11.0,8.0,0.0,0.0,8.0,6.0,9.0,1.0,10.0,2.0,3.0,9.0,F,2026-02-04 19:30:00
Joan,Beringer,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:30:00
Jamal,Shead,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,22.14,7.0,4.0,1.0,1.0,8.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,-1.0,,2026-02-04 19:30:00
Bones,Hyland,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,26.02,20.0,3.0,1.0,2.0,12.0,8.0,7.0,4.0,0.0,0.0,5.0,2.0,7.0,3.0,2.0,3.0,,2026-02-04 19:30:00
Johnny,Juzang,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,2.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,2026-02-04 19:30:00
Collin,Murray-Boyles,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,25.19,13.0,3.0,1.0,2.0,9.0,6.0,2.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,-14.0,C,2026-02-04 19:30:00
Rob,Dillingham,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:30:00
Jonathan,Mogbo,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:30:00
Immanuel,Quickley,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,33.36,23.0,8.0,0.0,1.0,12.0,8.0,8.0,6.0,2.0,1.0,5.0,0.0,5.0,1.0,2.0,2.0,G,2026-02-04 19:30:00
Donte,DiVincenzo,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,31.0,15.0,5.0,0.0,0.0,11.0,5.0,9.0,5.0,0.0,0.0,4.0,2.0,6.0,4.0,1.0,1.0,G,2026-02-04 19:30:00
Rudy,Gobert,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,32.54,10.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,5.0,2.0,10.0,2.0,12.0,3.0,0.0,11.0,C,2026-02-04 19:30:00
Brandon,Ingram,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,35.03,25.0,4.0,1.0,0.0,22.0,10.0,6.0,3.0,3.0,2.0,5.0,1.0,6.0,3.0,0.0,2.0,F,2026-02-04 19:30:00
Jamison,Battle,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:30:00
Leonard,Miller,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:30:00
Garrett,Temple,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:30:00
Julius,Randle,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,35.35,17.0,4.0,0.0,0.0,18.0,7.0,4.0,1.0,4.0,2.0,0.0,4.0,4.0,2.0,3.0,-7.0,F,2026-02-04 19:30:00
Jaden,McDaniels,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,39.43,19.0,4.0,2.0,0.0,13.0,8.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,-1.0,F,2026-02-04 19:30:00
Naz,Reid,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,28.39,17.0,3.0,0.0,1.0,13.0,6.0,7.0,4.0,2.0,1.0,5.0,3.0,8.0,4.0,0.0,2.0,,2026-02-04 19:30:00
Jaylen,Clark,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,5.6,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,2026-02-04 19:30:00
Joe,Ingles,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2026-02-04 19:30:00
Anthony,Edwards,Minnesota,Timberwolves,Toronto,Raptors,1.0,0.0,37.46,30.0,5.0,1.0,3.0,23.0,11.0,8.0,1.0,10.0,7.0,8.0,0.0,8.0,1.0,2.0,-2.0,G,2026-02-04 19:30:00
Gradey,Dick,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,13.01,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,-4.0,,2026-02-04 19:30:00
Ja'Kobe,Walter,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,14.15,3.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,,2026-02-04 19:30:00
RJ,Barrett,Toronto,Raptors,Minnesota,Timberwolves,0.0,1.0,28.21,13.0,1.0,2.0,1.0,12.0,4.0,4.0,2.0,5.0,3.0,5.0,1.0,6.0,4.0,4.0,-1.0,G,2026-02-04 19:30:00
Ariel,Hukporti,New York,Knicks,Denver,Nuggets,1.0,1.0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,,2026-02-04 19:00:00
Hunter,Tyson,Denver,Nuggets,New York,Knicks,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:00:00
Spencer,Jones,Denver,Nuggets,New York,Knicks,0.0,0.0,12.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,F,2026-02-04 19:00:00
Bruce,Brown,Denver,Nuggets,New York,Knicks,0.0,0.0,37.43,10.0,0.0,1.0,3.0,9.0,4.0,4.0,2.0,0.0,0.0,4.0,1.0,5.0,1.0,2.0,-12.0,,2026-02-04 19:00:00
Landry,Shamet,New York,Knicks,Denver,Nuggets,1.0,1.0,35.51,16.0,3.0,0.0,0.0,15.0,6.0,10.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,22.0,,2026-02-04 19:00:00
Guerschon,Yabusele,New York,Knicks,Denver,Nuggets,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:00:00
DaRon,Holmes II,Denver,Nuggets,New York,Knicks,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:00:00
Jordan,Clarkson,New York,Knicks,Denver,Nuggets,1.0,1.0,23.4,11.0,1.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-4.0,G,2026-02-04 19:00:00
Jalen,Pickett,Denver,Nuggets,New York,Knicks,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:00:00
Christian,Braun,Denver,Nuggets,New York,Knicks,0.0,0.0,43.28,6.0,6.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,7.0,3.0,1.0,4.0,G,2026-02-04 19:00:00
Mitchell,Robinson,New York,Knicks,Denver,Nuggets,1.0,1.0,23.07,10.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,5.0,0.0,3.0,,2026-02-04 19:00:00
Mikal,Bridges,New York,Knicks,Denver,Nuggets,1.0,1.0,48.3,5.0,4.0,1.0,1.0,8.0,2.0,6.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,-2.0,F,2026-02-04 19:00:00
Dillon,Jones,New York,Knicks,Denver,Nuggets,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:00:00
Julian,Strawther,Denver,Nuggets,New York,Knicks,0.0,0.0,16.51,11.0,1.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,,2026-02-04 19:00:00
Mohamed,Diawara,New York,Knicks,Denver,Nuggets,1.0,1.0,14.27,5.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,,2026-02-04 19:00:00
Tyler,Kolek,New York,Knicks,Denver,Nuggets,1.0,1.0,12.41,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,-9.0,,2026-02-04 19:00:00
Nikola,Jokic,Denver,Nuggets,New York,Knicks,0.0,0.0,44.37,30.0,10.0,0.0,0.0,27.0,10.0,13.0,1.0,12.0,9.0,7.0,7.0,14.0,4.0,0.0,3.0,C,2026-02-04 19:00:00
Jamal,Murray,Denver,Nuggets,New York,Knicks,0.0,0.0,47.46,39.0,6.0,0.0,1.0,33.0,15.0,14.0,3.0,7.0,6.0,5.0,0.0,5.0,2.0,4.0,-11.0,G,2026-02-04 19:00:00
Zeke,Nnaji,Denver,Nuggets,New York,Knicks,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-04 19:00:00
Jonas,Valanciunas,Denver,Nuggets,New York,Knicks,0.0,0.0,12.47,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,-12.0,,2026-02-04 19:00:00
Peyton,Watson,Denver,Nuggets,New York,Knicks,0.0,0.0,33.16,10.0,2.0,1.0,1.0,13.0,4.0,6.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,-4.0,F,2026-02-04 19:00:00
Karl-Anthony,Towns,New York,Knicks,Denver,Nuggets,1.0,1.0,31.0,24.0,1.0,0.0,0.0,13.0,9.0,6.0,2.0,4.0,4.0,9.0,3.0,12.0,6.0,1.0,12.0,C,2026-02-04 19:00:00
Tim,Hardaway Jr.,Denver,Nuggets,New York,Knicks,0.0,0.0,41.32,19.0,2.0,0.0,1.0,8.0,6.0,6.0,4.0,3.0,3.0,6.0,0.0,6.0,2.0,1.0,-9.0,,2026-02-04 19:00:00
Kevin,McCullar Jr.,New York,Knicks,Denver,Nuggets,1.0,1.0,2.07,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2026-02-04 19:00:00
Jalen,Brunson,New York,Knicks,Denver,Nuggets,1.0,1.0,47.0,42.0,9.0,0.0,2.0,27.0,14.0,12.0,5.0,11.0,9.0,8.0,0.0,8.0,2.0,5.0,13.0,G,2026-02-04 19:00:00
OG,Anunoby,New York,Knicks,Denver,Nuggets,1.0,1.0,47.57,20.0,4.0,0.0,0.0,17.0,7.0,9.0,4.0,2.0,2.0,5.0,3.0,8.0,3.0,0.0,13.0,F,2026-02-04 19:00:00
Rasheer,Fleming,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Khaman,Maluach,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Jamaree,Bouyea,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,14.57,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,,2026-02-03 23:00:00
Jrue,Holiday,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,29.25,15.0,5.0,0.0,3.0,12.0,6.0,5.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,-5.0,G,2026-02-03 23:00:00
Mark,Williams,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,26.07,24.0,1.0,1.0,0.0,14.0,11.0,0.0,0.0,3.0,2.0,5.0,6.0,11.0,2.0,1.0,-7.0,C,2026-02-03 23:00:00
Toumani,Camara,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,38.05,13.0,4.0,0.0,2.0,12.0,5.0,9.0,3.0,0.0,0.0,8.0,3.0,11.0,2.0,3.0,-3.0,F,2026-02-03 23:00:00
Isaiah,Livers,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,2026-02-03 23:00:00
Caleb,Love,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,8.2,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,,2026-02-03 23:00:00
Dillon,Brooks,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,31.18,11.0,1.0,0.0,1.0,16.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,-4.0,F,2026-02-03 23:00:00
Kris,Murray,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Vit,Krejci,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,13.36,5.0,1.0,0.0,2.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,,2026-02-03 23:00:00
Oso,Ighodaro,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,21.28,8.0,6.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,2.0,16.0,,2026-02-03 23:00:00
Nick,Richards,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Jerami,Grant,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,32.4,23.0,4.0,0.0,0.0,15.0,8.0,7.0,3.0,6.0,4.0,2.0,0.0,2.0,2.0,3.0,4.0,F,2026-02-03 23:00:00
Rayan,Rupert,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Royce,O'Neale,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,36.11,11.0,0.0,0.0,2.0,12.0,5.0,5.0,1.0,2.0,0.0,5.0,2.0,7.0,1.0,2.0,2.0,F,2026-02-03 23:00:00
Donovan,Clingan,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,26.32,14.0,3.0,2.0,0.0,7.0,4.0,4.0,3.0,4.0,3.0,9.0,6.0,15.0,0.0,0.0,5.0,C,2026-02-03 23:00:00
Nigel,Hayes-Davis,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Jordan,Goodwin,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,22.48,16.0,3.0,0.0,5.0,9.0,6.0,4.0,2.0,4.0,2.0,5.0,5.0,10.0,2.0,0.0,9.0,,2026-02-03 23:00:00
Grayson,Allen,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,35.58,24.0,4.0,0.0,1.0,17.0,9.0,11.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,G,2026-02-03 23:00:00
Shaedon,Sharpe,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,31.24,19.0,1.0,0.0,0.0,16.0,7.0,8.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,7.0,G,2026-02-03 23:00:00
Deni,Avdija,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Sidy,Cissoko,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,21.01,12.0,6.0,0.0,0.0,9.0,5.0,6.0,2.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,-9.0,,2026-02-03 23:00:00
Matisse,Thybulle,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Ryan,Dunn,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,8.39,6.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,-2.0,,2026-02-03 23:00:00
Hansen,Yang,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 23:00:00
Blake,Wesley,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,19.57,10.0,4.0,0.0,0.0,8.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-2.0,,2026-02-03 23:00:00
Collin,Gillespie,Phoenix,Suns,Portland,Trail Blazers,1.0,0.0,33.13,30.0,10.0,0.0,3.0,17.0,10.0,14.0,8.0,2.0,2.0,4.0,0.0,4.0,2.0,1.0,5.0,G,2026-02-03 23:00:00
Robert,Williams III,Portland,Trail Blazers,Phoenix,Suns,0.0,1.0,19.0,14.0,3.0,3.0,1.0,7.0,6.0,1.0,1.0,2.0,1.0,6.0,2.0,8.0,1.0,3.0,-15.0,,2026-02-03 23:00:00
Andre,Drummond,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,29.0,12.0,1.0,1.0,1.0,11.0,5.0,2.0,1.0,2.0,1.0,6.0,6.0,12.0,1.0,4.0,7.0,C,2026-02-03 22:00:00
Brandin,Podziemski,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,25.16,8.0,2.0,1.0,0.0,8.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,-22.0,G,2026-02-03 22:00:00
Gary,Payton II,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,8.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2026-02-03 22:00:00
Justin,Edwards,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,,2026-02-03 22:00:00
Al,Horford,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,20.05,10.0,2.0,1.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-27.0,C,2026-02-03 22:00:00
Dominick,Barlow,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,22.01,10.0,1.0,0.0,1.0,10.0,3.0,4.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,12.0,F,2026-02-03 22:00:00
De'Anthony,Melton,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,23.48,10.0,6.0,0.0,1.0,13.0,5.0,5.0,0.0,0.0,0.0,4.0,2.0,6.0,3.0,2.0,9.0,,2026-02-03 22:00:00
Jabari,Walker,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,2.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-3.0,,2026-02-03 22:00:00
Tyrese,Maxey,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,33.43,14.0,3.0,0.0,2.0,9.0,3.0,5.0,1.0,7.0,7.0,4.0,0.0,4.0,1.0,1.0,14.0,G,2026-02-03 22:00:00
Kelly,Oubre Jr.,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,35.1,15.0,3.0,0.0,1.0,12.0,4.0,10.0,4.0,4.0,3.0,4.0,2.0,6.0,0.0,2.0,7.0,F,2026-02-03 22:00:00
Gui,Santos,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,26.28,13.0,3.0,2.0,2.0,7.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,-13.0,F,2026-02-03 22:00:00
Johni,Broome,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,,2026-02-03 22:00:00
Pat,Spencer,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,26.06,13.0,3.0,0.0,1.0,8.0,5.0,4.0,3.0,0.0,0.0,1.0,3.0,4.0,1.0,5.0,4.0,,2026-02-03 22:00:00
VJ,Edgecombe,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,39.33,25.0,7.0,0.0,2.0,20.0,11.0,7.0,2.0,2.0,1.0,4.0,3.0,7.0,1.0,2.0,27.0,G,2026-02-03 22:00:00
Trendon,Watford,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,26.49,16.0,3.0,2.0,0.0,13.0,7.0,2.0,1.0,2.0,1.0,6.0,2.0,8.0,2.0,2.0,10.0,,2026-02-03 22:00:00
Adem,Bona,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,15.57,11.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,0.0,0.0,10.0,,2026-02-03 22:00:00
Draymond,Green,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,25.28,6.0,3.0,0.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,1.0,-27.0,F,2026-02-03 22:00:00
Kyle,Lowry,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-03 22:00:00
Quinten,Post,Golden State,Warriors,Philadelphia,76ers,0.0,1.0,16.34,10.0,3.0,1.0,0.0,6.0,4.0,3.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,10.0,,2026-02-03 22:00:00
Quentin,Grimes,Philadelphia,76ers,Golden State,Warriors,1.0,0.0,23.13,10.0,3.0,0.0,1.0,9.0,4.0,6.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,7.0,,2026-02-03 22:00:00
